Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
BONITA HILLS ASSOCIATION,24704-2003,REG,86,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
BONITA SPANISH RIDGE HOMEOWNERS ASSOCIATION,11539432021-6,REG,23,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
BONITA VISTA HOMEOWNERS ASSOCIATION,0397502006-8,REG,51,(702) 982-2587,C/O NEVADA FINEST PROPERTIES LLC,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley parkway 821,False
"BORDEAUX HOMEOWNERS ASSOCIATION, INC.",0266622005-3,REG,104,(702) 953-2226,"C/O BBCM, LLC",3265 N. FORTE APACHE ROAD #160,LAS VEGAS,NV,89129,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
BORGATA HOMEOWNERS ASSOCIATION INC,0746962005-4,REG,384,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL,8290 ARVILLE STREET,LAS VEGAS,NV,89139,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
BOULDER COURT HOMEOWNERS ASSOCIATION,8058-2003,REG,201,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,3556 E. RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
BOULDER CREEK HOMEOWNER ASSOCIATION,31073-2003,REG,517,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
BOULDER CREEK II HOMEOWNERS ASSOCIATION,0655752005-9,REG,32,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,western nevada management,western nevada management,western nevada management,western nevada management,255 w peckham lane,False
BOULDER GARDENS HOMEOWNERS ASSOCIATION,0740172006-4,REG,46,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,10501 w gowan rd,False
BOULDER GARDENS II COMMUNITY ASSOCIATION,0118482014-7,REG,92,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
BOULDER LANDING VILLAGE HOMEOWNERS ASSOCIATION INC,13260-1992,REG,29,(702) 933-7764,C/O REAL PROPERTY MANAGEMENT GROUP INC,PO BOX 95606,LAS VEGAS,NV,89193,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
BOULDER OAKS COMMUNITY ASSOCIATION,21032-1995,REG,277,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
BOULDER RANCH HOMEOWNERS' ASSOCIATION,0342202013-6,REG,388,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,5096 W POST ROAD,LAS VEGAS,NV,89118,Clark,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
BOULDER RANCH SOUTH HOMEOWNERS ASSOCIATION,0331822016-0,REG,61,(702) 531-3382,C/O CAMCO,P.O. BOX 400518,LAS VEGAS,NV,89140,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
BOULDER SQUARE COMMUNITY ASSOCIATION INC,13918-2002,REG,58,(702) 294-2956,,406 KEY BISCAYNE CT,BOULDER CITY,NV,89005,Clark,,,,,,
BRADFORD PLACE COMMUNITY ASSOCIATION INC,400-1972,REG,171,(702) 202-4330,C/O PANDG,129 W LAKE MEAD PKWY #16,HENDERSON,NV,89015,Clark,associa nevada south,associa nevada south,camco,associa nevada south,7670 w lake mead blvd,False
BRADLEY ESTATES HOMEOWNERS ASSOCIATION,11960452021-6,REG,44,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,5096 W POST RD,LAS VEGAS,NV,89118,Clark,camco,camco,camco,camco,po box 400518,False
BRADLEY HOMEOWNERS ASSOCIATION,0603752006-8,REG,14,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,ams management group,ams management group,ams management group,first columbia community management,3100 w sahara ave,False
BRADLEY RANCH II HOMEOWNERS ASSOCIATION,3286-2002,REG,53,7027546313,C/O SIERRA COMMUNITY MANAGEMENT,"6280 S VALLEY VIEW BLVD, STE 310",LAS VEGAS,NV,89118,Clark,holman investment,holman investment,holman investment,holman investment,100 moore ln,False
BRADLEY RANCH SUBDIVISION HOMEOWNERS ASSOCIATION,15599-2000,REG,81,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
BRAEWOOD HERITAGE ASSOCIATION INC,737-1974,REG,400,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD #100,HENDERSON,NV,89074,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
BRASADO I & II @ SOUTHERN HIGHLANDS,SAME AS MASTER,SAM,224,,C/O OLYMPIA MANAGEMENT SERVICES,11411 SOUTHERN HIGHLANDS PKWY STE 120,LAS VEGAS,NV,89141,Clark,hoa management,hoa management,hoa management,hoa management,6595 w smoke ranch rd 110,False
BREAKERS CREEK DRIVE HOMEOWNERS ASSOCIATION INC,880-1994,SUB,23,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE. 100,LAS VEGAS,NV,89149,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd 200,False
BREAMOOR HEIGHTS COMMUNITY ASSOCIATION,5105-1997,SUB,120,(702) 362-0318,C/O PERFORMANCE CAM LLC,5135 CAMINO AL NORTE STE 100,N LAS VEGAS,NV,89031,Clark,nevada community management,nevada community management,nevada community management,nevada community management,7571 tule spring rd,False
BRECCIA BAY HOMEOWNERS ASSOCIATION,0591622017-1,REG,160,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVE.,LAS VEGAS,NV,89032,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
BRECKENRIDGE AT MOUNTAINS EDGE HOMEOWNERS ASSOCIATION,0018092006-9,SUB,162,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD. SUITE 100,LAS VEGAS,NV,89128,Clark,nevada community management,nevada community management,nevada community management,nevada community management,7571 tule spring rd,False
BRECKENRIDGE LIMITED PURPOSE ASSOCIATION,0071122011-6,REG,108,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR STE 100,RENO,NV,89511,Washoe,apogee management,apogee management,apogee management,apogee management,4775 w teco ave,False
BREMERTON COMMUNITY ASSOCIATION,12199002021-6,REG,72,(702) 531-3382,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE SUITE 130,LAS VEGAS,NV,89118,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd,False
BRENTWOOD GROVE HOMEOWNERS ASSOCIATION,0079822006-1,REG,55,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
"BRENTWOOD LANDSCAPE MAINTENANCE ASSOCIATION, INC.",15595-2000,REG,206,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,soleil association management,soleil association management,soleil association management,soleil association management,5096 w post rd,False
BRIAR HILL PARK HOME OWNERS ASSOCIATION,23725-1998,SUB,162,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD. SUITE 100,LAS VEGAS,NV,89128,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
BRIAR STONE HOMEOWNERS ASSOCIATION,20219-1997,REG,13,(702) 294-2956,,406 KEY BISCAYNE CT,BOULDER CITY,NV,89005,Clark,,,,,,
BRIARWOOD 2 HOMEOWNERS ASSOCIATION,2285-2004,REG,22,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
BRIARWOOD 3 HOMEOWNERS ASSOCIATION,2287-2004,REG,44,(702) 754-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",2920 N. GREEN VALLEY PARKWAY #821,HENDERSON,NV,89014,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
BRIARWOOD HOMEOWNERS ASSOCIATION,28448-2001,REG,144,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
BRIARWOOD HOMEOWNERS ASSOCIATION,2082-1995,REG,54,(702) 292-9091,"C/O REGAL PROPERTY MANAGEMENT, LLC",3945 W RENO AVE STE E,LAS VEGAS,NV,89118,Clark,camco,camco,camco,camco,po box 400518,False
BRIDGEPORT HOMEOWNERS ASSOCIATION,27947-1997,REG,102,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
"BRIDLE GATE HOMEOWNER'S ASSOCIATION, INC.",4244412020-4,MSTR,56,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,5strmgt,5strmgt,5strmgt,5strmgt,8871 w flamingo rd,False
BRIDLE PATH HOMEOWNERS ASSOCIATION,432-1992,REG,360,(775) 284-4434,C/O WESTERN NEVADA MANAGEMENT,255 W PECKHAM LANE STE 2,RENO,NV,89509,Washoe,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
BRIGHT ANGEL ESTATES HOMEOWNERS ASSOCIATION,0546192013-9,REG,10,(702) 395-2399,C/O TRITON HOA SERVICES LLC,10501 W GOWAN RD SUITE 260,LAS VEGAS,NV,89129,Clark,camco,camco,camco,camco,po box 400518,False
BRIGHT SUN OWNERS ASSOCIATION,34841-2001,REG,20,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
BRIGHTON AT PROVIDENCE HOMEOWNERS ASSOCIATION,0042712007-6,SUB,157,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
BRIGHTON HOMEOWNERS ASSOCIATION,27091-2004,REG,91,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES LLC,3568 E RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,capital consultant management,capital consultant management,capital consultant management,capital consultant management,8090 blue diamond rd,False
BRIGHTON MAINTENANCE CORPORATION,30275-2004,REG,141,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,camco,camco,camco,camco,p o box 400518,False
BRIGHTON MANOR HOMEOWNERS ASSOCIATION,0277962006-7,REG,92,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR,RENO,NV,89511,Washoe,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
BRIGHTON RIDGE HOMEOWNERS ASSOCIATION,0628192005-8,REG,58,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
BRIGHTON VILLAGE II COMMUNITY ASSOCIATION,0679322006-7,REG,63,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,fccmi,first columbia community management,first columbia community management,first columbia community management,3100 w sahara ave,True
BRISTLE FALLS HOMEOWNERS' ASSOCIATION,0465662014-9,REG,60,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS ROAD,LAS VEGAS,NV,89131,Clark,nicklin property management,nicklin property management,nicklin property management,nicklin property management,375 n stephanie st,False
BRISTLE VALE HOMEOWNERS ASSOCIATION,1429302019-6,SUB,243,(702) 531-3382,C/O ASSOCIA NEVADA SOUTH,"7670 W. LAKE MEAD BLVD., STE. 100",LAS VEGAS,NV,89128,Clark,ccmc,ccmc,ccmc,ccmc,1170 e sunset rd,False
BRISTLECONE RANCH HOMEOWNERS ASSOCIATION,0331912016-1,REG,60,(702) 531-3382,C/O CAMCO,P.O. BOX 400518,LAS VEGAS,NV,89140,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
BRISTOL HEIGHTS HOMEOWNERS' ASSOCIATION,0573712006-7,REG,35,(702) 368-3700,C/O AMS MANAGEMENT GROUP INC,3100 W SAHARA AVE STE 112,LAS VEGAS,NV,89102,Clark,terra west management service,terra west management service,terra west management service,terra west management service,450 hillside dr,False
"BROMLEY PLACE OWNERS ASSOCIATION, THE",12538-1998,REG,10,(702) 256-7632,,2110 SHENLEY CT,LAS VEGAS,NV,89117,Clark,,,,,,
BROOKDALE PARK ASSOCIATION,2889-1975,REG,19,(775) 826-9100,C/O HOLMAN INVESTMENTS LLC,100 MOORE LN,RENO,NV,89509,Washoe,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
BROOKFIELD @ SUMMERLIN NORTH,SAME AS MASTER,SAM,170,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
BROOKFIELD COMMUNITY ASSOCIATION,0549802017-1,REG,222,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVE.,N. LAS VEGAS,NV,89032,Clark,nicklin property management investment,nicklin property management,nicklin property management,nicklin property management,375 n stephanie st,True
BROOKHAVEN HOMEOWNERS ASSOCIATION,0568612006-8,REG,85,(702) 990-9707,C/O HOA MANAGEMENT,"6595 W. SMOKE RANCH ROAD, #110",LAS VEGAS,NV,89108,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
BROOKSHIRE HOMEOWNERS ASSOCIATION,0247972015-3,REG,183,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD #200,LAS VEGAS,NV,89113,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
"BROWNSTONES AT CENTENNIAL SPRINGS COMMUNITY ASSOCIATION, THE",0161102017-9,REG,21,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,nevada community management,nevada community management,nevada community management,nevada community management,7571 tule spring rd,False
BUCKINGHAM AT HUNTINGTON HOMEOWNERS ASSOCIATION,28584-2004,SUB,173,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
BUENA VISTA HOMEOWNER ASSOCIATION,10349-1993,SUB,208,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,3100 w sahara ave,False
BUFFALO MESA COMMUNITY ASSOCIATION,12077612021-2,REG,41,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE SUITE 130,LAS VEGAS,NV,89118,Clark,terra west management service,terra west management service,terra west management service,terra west management service,450 hillside dr,False
BUFFALO RANCH HOMEOWNERS ASSOCIATION,0037822011-8,REG,552,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,6280 S. VALLEY VIEW BLVD SUITE 310,LAS VEGAS,NV,89118,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
BURGUNDY HILL HOMEOWNERS ASSOCIATION,8208-1983,REG,63,(775) 832-0284,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
BURSON RANCH HOMEOWNERS' ASSOCIATION,0006532006-9,REG,586,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,5096 W POST RD,LAS VEGAS,NV,89118,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
BUTLER ESTATES HOMEOWNERS ASSOCIATION,0136322006-1,REG,16,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
BVE HOMEOWNERS ASSOCIATION,0243892018-2,REG,25,(714) 496-7012,,200 W. SAHARA AVE. #3702,LAS VEGAS,NV,89102,Clark,,,,,,
CABERNET HOMEOWNERS ASSOCIATION,0106912006-6,REG,378,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC","639 ISBELL ROAD, SUITE 280",RENO,NV,89509,Washoe,western nevada management,western nevada management,western nevada management,western nevada management,255 w peckham lane,False
CABRILLO TERRACE OWNERS ASSOCIATION,1450-1992,REG,96,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 WEST SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,soleil association management,soleil association management,soleil association management,soleil association management,5096 w post rd,False
CACHE HOMEOWNERS ASSOCIATION,0628202005-1,REG,48,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley parkway 821,False
CACTUS COURT HOMEOWNERS ASSOCIATION,0763322005-9,REG,120,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
CACTUS CREEK AT MOUNTAINS EDGE HOMEOWNERS ASSOCIATION,0120272007-7,SUB,415,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,camco,camco,camco,camco,p o box 400518,False
CACTUS HILLS CROSSING HOMEOWNERS ASSOCIATION,0073622007-2,REG,118,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,"3945 W RENO AVE., SUITE E",LAS VEGAS,NV,89118,Clark,on the ball,on the ball,on the ball,on the ball,1180 n town center dr,False
CACTUS HILLS EAST HOMEOWNERS ASSOCIATION (HIGHLAND HILLS),0864642006-0,REG,42,(702) 943-0981,"C/O 5STRMGT, LLC",8871 W. FLAMINGO RD. STE 202,LAS VEGAS,NV,89147,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
